State,Year,Quater,Districts,Transaction_count,Transaction_amount
Tamil Nadu,2019,3,thoothukkudi district,251434,514591122.2093332
Tamil Nadu,2019,3,thanjavur district,499378,862709786.020551
Tamil Nadu,2019,3,madurai district,1004838,2163231649.618825
Tamil Nadu,2019,3,tiruvannamalai district,408695,788782442.4394717
Tamil Nadu,2019,3,salem district,1348219,3089948772.2836018
Tamil Nadu,2019,3,nagapattinam district,182524,374062397.54947984
Tamil Nadu,2019,3,tirupathur district,280191,551887987.5341959
Tamil Nadu,2019,3,ariyalur district,102318,210754842.56579608
Tamil Nadu,2019,3,chennai district,11333032,23024193806.41262
Tamil Nadu,2019,3,the nilgiris district,172729,366416212.008214
Tamil Nadu,2019,3,erode district,824050,1809433458.6710446
Tamil Nadu,2019,3,karur district,233312,527606128.129179
Tamil Nadu,2019,3,kallakkurichi district,214180,462594169.6759218
Tamil Nadu,2019,3,viluppuram district,347727,691014122.5419819
Tamil Nadu,2019,3,pudukkottai district,195452,403435245.85255337
Tamil Nadu,2019,3,perambalur district,97443,202989238.0194384
Tamil Nadu,2019,3,coimbatore district,4303835,9457627886.22332
Tamil Nadu,2019,3,virudhunagar district,286960,603050825.4211078
Tamil Nadu,2019,3,dindigul district,411188,865233220.4260747
Tamil Nadu,2019,3,sivaganga district,203568,461238657.754354
Tamil Nadu,2019,3,tenkasi district,149611,316677496.8906262
Tamil Nadu,2019,3,chengalpattu district,5765425,7255276540.840912
Tamil Nadu,2019,3,kanniyakumari district,293582,576372340.2691851
Tamil Nadu,2019,3,tirunelveli district,266559,571521395.652529
Tamil Nadu,2019,3,thiruvallur district,3497534,5790229760.583482
Tamil Nadu,2019,3,theni district,182650,415596823.8817531
Tamil Nadu,2019,3,ranipet district,319434,621745958.3633249
Tamil Nadu,2019,3,namakkal district,436893,1016896335.2618289
Tamil Nadu,2019,3,vellore district,776654,1201803229.5388474
Tamil Nadu,2019,3,thiruvarur district,130645,261636404.8962479
Tamil Nadu,2019,4,tiruchirappalli district,1364259,2850823022.8616314
Tamil Nadu,2019,4,ramanathapuram district,217020,466879310.9724102
Tamil Nadu,2019,4,krishnagiri district,1302647,2599923579.484123
Tamil Nadu,2019,4,cuddalore district,554320,1069462594.6879781
Tamil Nadu,2019,4,kancheepuram district,3134851,4643283492.789846
Tamil Nadu,2019,4,tiruppur district,2020118,4339514037.303126
Tamil Nadu,2019,4,dharmapuri district,545240,1179249689.0943723
Tamil Nadu,2019,4,thoothukkudi district,334748,673765706.7351946
Tamil Nadu,2019,4,thanjavur district,634748,1089380865.8971028
Tamil Nadu,2019,4,madurai district,1315576,2775348044.296371
Tamil Nadu,2019,4,tiruvannamalai district,561787,1076989969.0761592
Tamil Nadu,2019,4,salem district,1754893,3897469229.2628374
Tamil Nadu,2019,4,nagapattinam district,234840,461426174.73255897
Tamil Nadu,2019,4,tirupathur district,385208,757709091.2759188
Tamil Nadu,2019,4,ariyalur district,135252,270334848.5944755
Tamil Nadu,2019,4,chennai district,16437269,31810645818.308853
Tamil Nadu,2019,4,the nilgiris district,254745,537415179.52037
Tamil Nadu,2019,4,erode district,1092587,2315486948.9064226
Tamil Nadu,2019,4,karur district,303847,651278224.9980934
Tamil Nadu,2019,4,kallakkurichi district,293430,615206202.5476354
Tamil Nadu,2019,4,viluppuram district,478192,911152034.8421421
Tamil Nadu,2019,4,pudukkottai district,250329,513371629.4764075
Tamil Nadu,2019,4,perambalur district,130104,262954158.27917016
Tamil Nadu,2019,4,coimbatore district,5937176,11949970482.923735
Tamil Nadu,2019,4,virudhunagar district,371435,780408757.3399825
Tamil Nadu,2019,4,dindigul district,570988,1157558219.820724
Tamil Nadu,2019,4,sivaganga district,293949,681274042.3255894
Tamil Nadu,2019,4,tenkasi district,193559,403713924.4305418
Tamil Nadu,2019,4,chengalpattu district,7809082,9083457170.596087
Tamil Nadu,2019,4,kanniyakumari district,421655,795547991.5668749
Tamil Nadu,2019,4,tirunelveli district,360780,745395226.0570003
Tamil Nadu,2019,4,thiruvallur district,4441180,7308502938.397885
Tamil Nadu,2019,4,theni district,256489,559543041.1831771
Tamil Nadu,2019,4,ranipet district,421689,816050436.4792322
Tamil Nadu,2019,4,namakkal district,559495,1234659045.0414333
Tamil Nadu,2019,4,vellore district,1053293,1572585255.604042
Tamil Nadu,2019,4,thiruvarur district,169631,333129126.8343694
Tamil Nadu,2020,1,tiruchirappalli district,1199094,2346754055.982828
Tamil Nadu,2020,1,ramanathapuram district,268096,551491648.9763203
Tamil Nadu,2020,1,krishnagiri district,1806032,3381602583.567412
Tamil Nadu,2020,1,cuddalore district,669682,1217389579.539032
Tamil Nadu,2020,1,kancheepuram district,3618880,5144042351.014135
Tamil Nadu,2020,1,tiruppur district,1918620,3829323477.068222
Tamil Nadu,2020,1,dharmapuri district,710147,1428767862.8124611
Tamil Nadu,2020,1,thoothukkudi district,429017,812706179.7567607
Tamil Nadu,2020,1,thanjavur district,741474,1219035469.0939274
Tamil Nadu,2020,1,madurai district,1334450,2667507196.7747316
Tamil Nadu,2020,1,tiruvannamalai district,701438,1285320071.0873718
Tamil Nadu,2020,1,salem district,1816883,3938965855.265399
Tamil Nadu,2020,1,nagapattinam district,286488,547649427.1614035
Tamil Nadu,2020,1,tirupathur district,497274,918744039.3870187
Tamil Nadu,2020,1,ariyalur district,165086,313673706.1626035
Tamil Nadu,2020,1,chennai district,21747309,40923609646.495
Tamil Nadu,2020,1,the nilgiris district,286999,541866233.1436044
Tamil Nadu,2020,1,erode district,1099499,2216542209.891259
Tamil Nadu,2020,1,karur district,295868,575547948.160764
Tamil Nadu,2020,1,kallakkurichi district,389050,749829658.229165
Tamil Nadu,2020,1,viluppuram district,597802,1047289608.22813
Tamil Nadu,2020,1,pudukkottai district,311955,586368876.6260985
Tamil Nadu,2020,1,perambalur district,145161,268745282.72051567
Tamil Nadu,2020,1,coimbatore district,6238270,11125605562.452183
Tamil Nadu,2020,1,virudhunagar district,479760,905206376.5507178
Tamil Nadu,2020,1,dindigul district,709993,1404557847.0136855
Tamil Nadu,2020,1,sivaganga district,325464,668117971.0738193
Tamil Nadu,2020,1,tenkasi district,243203,464791849.43443143
Tamil Nadu,2020,1,chengalpattu district,8891884,10378205348.593529
Tamil Nadu,2020,1,kanniyakumari district,496514,897557961.7598515
Tamil Nadu,2020,1,tirunelveli district,456558,862756791.3530397
Tamil Nadu,2020,1,thiruvallur district,5190597,8255497494.992451
Tamil Nadu,2020,1,theni district,317448,663250209.0122557
Tamil Nadu,2020,1,ranipet district,510180,954319079.6542504
Tamil Nadu,2020,1,namakkal district,608364,1275350220.2316668
Tamil Nadu,2020,1,vellore district,1236004,1793602013.1346076
Tamil Nadu,2020,1,thiruvarur district,212930,408094487.0434287
Tamil Nadu,2020,2,tiruchirappalli district,1239752,2259353198.2312646
Tamil Nadu,2020,2,ramanathapuram district,403786,661632822.2122507
Tamil Nadu,2020,2,krishnagiri district,1815882,2926042853.4562645
Tamil Nadu,2020,2,cuddalore district,929530,1458835726.4592264
Tamil Nadu,2020,2,kancheepuram district,2203060,3393883768.0840974
Tamil Nadu,2020,2,tiruppur district,1672101,2911511483.8182716
Tamil Nadu,2020,2,dharmapuri district,971777,1539558695.6271136
Tamil Nadu,2020,2,thoothukkudi district,585510,938884780.0900332
Tamil Nadu,2020,2,thanjavur district,783386,1304374742.2084258
Tamil Nadu,2020,2,madurai district,1479517,2674909377.6650577
Tamil Nadu,2020,2,tiruvannamalai district,1016764,1564647529.0364478
Tamil Nadu,2020,2,salem district,1996687,3860454261.651264
Tamil Nadu,2020,2,nagapattinam district,390613,608201139.5141095
Tamil Nadu,2020,2,tirupathur district,631124,960294057.5729527
Tamil Nadu,2020,2,ariyalur district,263779,410063988.60662913
Tamil Nadu,2020,2,chennai district,12611208,29147317644.503105
Tamil Nadu,2020,2,the nilgiris district,355454,581703441.9510607
Tamil Nadu,2020,2,erode district,1139240,2119973187.1860313
Tamil Nadu,2020,2,karur district,382119,633428413.9921837
Tamil Nadu,2020,2,kallakkurichi district,607847,980428588.7206059
Tamil Nadu,2020,2,viluppuram district,766917,1162943132.2356915
Tamil Nadu,2020,2,pudukkottai district,459794,750888437.2587082
Tamil Nadu,2020,2,perambalur district,198639,329964998.7805215
Tamil Nadu,2020,2,coimbatore district,4598586,9331489602.73216
Tamil Nadu,2020,2,virudhunagar district,638466,1035203731.1760523
Tamil Nadu,2020,2,dindigul district,875201,1467678448.642478
Tamil Nadu,2020,2,sivaganga district,466843,832938854.3656999
Tamil Nadu,2020,2,tenkasi district,393743,607997551.0017486
Tamil Nadu,2020,2,chengalpattu district,3911793,5672393784.752347
Tamil Nadu,2020,2,kanniyakumari district,642785,1002764983.21273
Tamil Nadu,2020,2,tirunelveli district,595006,981716780.5785341
Tamil Nadu,2020,2,thiruvallur district,3872452,6511946063.8743
Tamil Nadu,2020,2,theni district,456942,841976234.1873717
Tamil Nadu,2020,2,ranipet district,609090,998988164.0633076
Tamil Nadu,2020,2,namakkal district,686147,1323772060.7081692
Tamil Nadu,2020,2,vellore district,907130,1535487877.7360196
Tamil Nadu,2020,2,thiruvarur district,311440,502858490.9367853
Tamil Nadu,2020,3,tiruchirappalli district,1609739,3502678622.7949715
Tamil Nadu,2020,3,ramanathapuram district,450267,948111943.4278743
Tamil Nadu,2020,3,krishnagiri district,2701216,4989224721.359926
Tamil Nadu,2020,3,cuddalore district,1103451,2101118231.9752603
Tamil Nadu,2020,3,kancheepuram district,3333347,5572087481.284177
Tamil Nadu,2020,3,tiruppur district,2654998,5542739051.315315
Tamil Nadu,2020,3,dharmapuri district,1221794,2483972861.1500587
Tamil Nadu,2020,3,thoothukkudi district,720309,1430208948.909895
Tamil Nadu,2020,3,thanjavur district,932026,1944980672.5183542
Tamil Nadu,2020,3,madurai district,2157858,4867134340.423642
Tamil Nadu,2020,3,tiruvannamalai district,1117986,2109539881.7810178
Tamil Nadu,2020,3,salem district,3016579,6990924402.004694
Tamil Nadu,2020,3,nagapattinam district,442833,905174369.872862
Tamil Nadu,2020,3,tirupathur district,767383,1468351781.2540286
Tamil Nadu,2020,3,ariyalur district,290012,560977093.7598886
Tamil Nadu,2020,3,chennai district,17354210,39868873382.45007
Tamil Nadu,2020,3,the nilgiris district,426914,842011481.384361
Tamil Nadu,2020,3,erode district,1662818,3580607368.6476808
Tamil Nadu,2020,3,karur district,476013,959688140.4116528
Tamil Nadu,2020,3,kallakkurichi district,709498,1411184195.1598125
Tamil Nadu,2020,3,viluppuram district,890428,1650714869.6221972
Tamil Nadu,2020,3,pudukkottai district,511066,1002875479.7404414
Tamil Nadu,2020,3,perambalur district,248365,486856551.5866273
Tamil Nadu,2020,3,coimbatore district,6742559,13861133095.484821
Tamil Nadu,2020,3,virudhunagar district,755042,1537205704.5032408
Tamil Nadu,2020,3,dindigul district,1046352,2133131071.9329844
Tamil Nadu,2020,3,sivaganga district,560050,1214796694.780692
Tamil Nadu,2020,3,tenkasi district,437580,877523651.9291975
Tamil Nadu,2020,3,chengalpattu district,5205491,7909757202.294512
Tamil Nadu,2020,3,kanniyakumari district,807770,1584289202.7996368
Tamil Nadu,2020,3,tirunelveli district,735138,1502249272.994345
Tamil Nadu,2020,3,thiruvallur district,5496010,10295422113.34424
Tamil Nadu,2020,3,theni district,536068,1206090412.7910213
Tamil Nadu,2020,3,ranipet district,758850,1435344028.935311
Tamil Nadu,2020,3,namakkal district,878266,1988968361.8025646
Tamil Nadu,2020,3,vellore district,1172385,2371471268.3532925
Tamil Nadu,2020,3,thiruvarur district,347154,703997543.8828171
Tamil Nadu,2020,4,tiruchirappalli district,2464746,5291331688.157503
Tamil Nadu,2020,4,ramanathapuram district,622498,1360009136.1764975
Tamil Nadu,2020,4,krishnagiri district,5011992,9044884706.251484
Tamil Nadu,2020,4,cuddalore district,1633984,3084770467.789626
Tamil Nadu,2020,4,kancheepuram district,6509711,9795433898.261469
Tamil Nadu,2020,4,tiruppur district,4364806,8662796446.594257
Tamil Nadu,2020,4,dharmapuri district,1902446,4029773950.47177
Tamil Nadu,2020,4,thoothukkudi district,1025293,2096065758.5672612
Tamil Nadu,2020,4,thanjavur district,1385065,2813748477.8655963
Tamil Nadu,2020,4,madurai district,3222620,7010358411.213523
Tamil Nadu,2020,4,tiruvannamalai district,1662872,3151358781.4440365
Tamil Nadu,2020,4,salem district,4407759,9865912487.837538
Tamil Nadu,2020,4,nagapattinam district,664899,1298601389.6956697
Tamil Nadu,2020,4,tirupathur district,1301514,2436174292.046173
Tamil Nadu,2020,4,ariyalur district,387497,743274399.6431041
Tamil Nadu,2020,4,chennai district,24172148,46230345977.314285
Tamil Nadu,2020,4,the nilgiris district,715903,1389804925.0072508
Tamil Nadu,2020,4,erode district,2534766,5126731992.032161
Tamil Nadu,2020,4,karur district,721954,1457183761.2301733
Tamil Nadu,2020,4,kallakkurichi district,959178,1942813252.5128467
Tamil Nadu,2020,4,viluppuram district,1372880,2475210959.1676445
Tamil Nadu,2020,4,pudukkottai district,724855,1483819411.301909
Tamil Nadu,2020,4,perambalur district,365657,715175756.890573
Tamil Nadu,2020,4,coimbatore district,10473572,18723397961.28515
Tamil Nadu,2020,4,virudhunagar district,1102516,2383190479.025921
Tamil Nadu,2020,4,dindigul district,1631369,3318607660.087685
Tamil Nadu,2020,4,sivaganga district,797194,1721864988.6506038
Tamil Nadu,2020,4,tenkasi district,609674,1274667229.591744
Tamil Nadu,2020,4,chengalpattu district,10168033,13669246947.729094
Tamil Nadu,2020,4,kanniyakumari district,1166505,2382779400.116146
Tamil Nadu,2020,4,tirunelveli district,1111193,2260434387.216198
Tamil Nadu,2020,4,thiruvallur district,10184454,17303936393.2994
Tamil Nadu,2020,4,theni district,804224,1801741591.6517766
Tamil Nadu,2020,4,ranipet district,1248949,2325606203.7697453
Tamil Nadu,2020,4,namakkal district,1351038,3027640522.714216
Tamil Nadu,2020,4,vellore district,1923419,3810475312.8014083
Tamil Nadu,2020,4,thiruvarur district,472518,964028095.5818014
Tamil Nadu,2021,1,tiruchirappalli district,2534430,5757901187.932753
Tamil Nadu,2021,1,ramanathapuram district,631789,1554931692.7774014
Tamil Nadu,2021,1,krishnagiri district,5202492,9440763059.482832
Tamil Nadu,2021,1,cuddalore district,1707504,3517107575.659477
Tamil Nadu,2021,1,kancheepuram district,7239244,10815729803.342922
Tamil Nadu,2021,1,tiruppur district,4975985,9855808601.269077
Tamil Nadu,2021,1,dharmapuri district,1935044,4467489202.169479
Tamil Nadu,2021,1,thoothukkudi district,1024223,2295990424.1404276
Tamil Nadu,2021,1,thanjavur district,1422654,3220591281.6633296
Tamil Nadu,2021,1,madurai district,3516926,7776155489.0908375
Tamil Nadu,2021,1,tiruvannamalai district,1645538,3445029710.066068
Tamil Nadu,2021,1,salem district,5675889,12397067358.312304
Tamil Nadu,2021,1,nagapattinam district,689365,1537599764.657482
Tamil Nadu,2021,1,tirupathur district,1373386,2765064695.423464
Tamil Nadu,2021,1,ariyalur district,381503,827174237.8486408
Tamil Nadu,2021,1,chennai district,39623781,67401706552.93741
Tamil Nadu,2021,1,the nilgiris district,765592,1525536741.0368812
Tamil Nadu,2021,1,erode district,3015359,6105816825.193926
Tamil Nadu,2021,1,karur district,743870,1632503232.2905831
Tamil Nadu,2021,1,kallakkurichi district,992263,2227491859.8830943
Tamil Nadu,2021,1,viluppuram district,1447099,2796485186.5226917
Tamil Nadu,2021,1,pudukkottai district,717862,1670160006.5136104
Tamil Nadu,2021,1,perambalur district,362847,795881350.4264938
Tamil Nadu,2021,1,coimbatore district,13630124,22657497371.80345
Tamil Nadu,2021,1,virudhunagar district,1109562,2480352479.604073
Tamil Nadu,2021,1,dindigul district,1675353,3733288913.068657
Tamil Nadu,2021,1,sivaganga district,803444,1871616574.1551266
Tamil Nadu,2021,1,tenkasi district,586227,1368272015.8617854
Tamil Nadu,2021,1,chengalpattu district,11689531,15537387199.626888
Tamil Nadu,2021,1,kanniyakumari district,1190574,2593569110.9656763
Tamil Nadu,2021,1,tirunelveli district,1143931,2464834832.450224
Tamil Nadu,2021,1,thiruvallur district,11085004,18895161862.27714
Tamil Nadu,2021,1,theni district,831827,1963096378.715371
Tamil Nadu,2021,1,ranipet district,1250636,2494409737.4287558
Tamil Nadu,2021,1,namakkal district,1391436,3321591123.8563447
Tamil Nadu,2021,1,vellore district,2072042,4306538176.971644
Tamil Nadu,2021,1,thiruvarur district,472338,1150542258.225264
Tamil Nadu,2021,2,tiruchirappalli district,2802791,5989876679.724473
Tamil Nadu,2021,2,ramanathapuram district,798185,1781472318.7188895
Tamil Nadu,2021,2,krishnagiri district,5709389,10202810394.134584
Tamil Nadu,2021,2,cuddalore district,2104002,3951860482.8076982
Tamil Nadu,2021,2,kancheepuram district,6712965,10372666957.168972
Tamil Nadu,2021,2,tiruppur district,5150795,9379303653.11161
Tamil Nadu,2021,2,dharmapuri district,2359010,4862765621.436455
Tamil Nadu,2021,2,thoothukkudi district,1235343,2578339769.1596274
Tamil Nadu,2021,2,thanjavur district,1640555,3416074243.8248944
Tamil Nadu,2021,2,madurai district,3953976,8300059490.344873
Tamil Nadu,2021,2,tiruvannamalai district,1985072,3856475911.7971444
Tamil Nadu,2021,2,salem district,6557056,13210082950.603289
Tamil Nadu,2021,2,nagapattinam district,791395,1603740775.831827
Tamil Nadu,2021,2,tirupathur district,1664696,3096439056.0077715
Tamil Nadu,2021,2,ariyalur district,497484,968590644.6844518
Tamil Nadu,2021,2,chennai district,43737916,74499227803.6517
Tamil Nadu,2021,2,the nilgiris district,810947,1566496075.5969553
Tamil Nadu,2021,2,erode district,3273510,6223483781.161043
Tamil Nadu,2021,2,karur district,878890,1756585805.1623807
Tamil Nadu,2021,2,kallakkurichi district,1265522,2528572642.064455
Tamil Nadu,2021,2,viluppuram district,1691100,3055469304.042017
Tamil Nadu,2021,2,pudukkottai district,887414,1878724769.0651233
Tamil Nadu,2021,2,perambalur district,435091,918814447.3710897
Tamil Nadu,2021,2,coimbatore district,13478464,22760967333.98004
Tamil Nadu,2021,2,virudhunagar district,1328980,2829209746.352104
Tamil Nadu,2021,2,dindigul district,1926229,4084399404.4486322
Tamil Nadu,2021,2,sivaganga district,991039,2138901770.5194092
Tamil Nadu,2021,2,tenkasi district,747381,1613264780.7995117
Tamil Nadu,2021,2,chengalpattu district,10075805,14457269251.206604
Tamil Nadu,2021,2,kanniyakumari district,1398479,3021399531.8626623
Tamil Nadu,2021,2,tirunelveli district,1372707,2810892734.1594667
Tamil Nadu,2021,2,thiruvallur district,10992425,19318347570.29032
Tamil Nadu,2021,2,theni district,1006998,2256366700.018511
Tamil Nadu,2021,2,ranipet district,1430560,2810335099.931938
Tamil Nadu,2021,2,namakkal district,1575727,3596658592.319852
Tamil Nadu,2021,2,vellore district,2319925,4575493116.641008
Tamil Nadu,2021,2,thiruvarur district,570619,1215901816.548285
Tamil Nadu,2021,3,tiruchirappalli district,3736365,8136231980.2489195
Tamil Nadu,2021,3,ramanathapuram district,1028742,2349967987.7481923
Tamil Nadu,2021,3,krishnagiri district,8122339,14578072272.708693
Tamil Nadu,2021,3,cuddalore district,2771525,5246388698.49807
Tamil Nadu,2021,3,kancheepuram district,9646258,14550143056.676136
Tamil Nadu,2021,3,tiruppur district,8398025,15282996499.831757
Tamil Nadu,2021,3,dharmapuri district,3165112,6750977106.361298
Tamil Nadu,2021,3,thoothukkudi district,1648598,3549683754.7758408
Tamil Nadu,2021,3,thanjavur district,2123436,4642138035.103878
Tamil Nadu,2021,3,madurai district,5142737,11208939183.589071
Tamil Nadu,2021,3,tiruvannamalai district,2496046,5012701130.634172
Tamil Nadu,2021,3,salem district,8972048,18517560410.078224
Tamil Nadu,2021,3,nagapattinam district,1080569,2291158512.005002
Tamil Nadu,2021,3,tirupathur district,2250740,4279948252.118585
Tamil Nadu,2021,3,ariyalur district,658430,1302833298.3803225
Tamil Nadu,2021,3,chennai district,60971210,100463999673.28705
Tamil Nadu,2021,3,the nilgiris district,1147621,2226960234.278348
Tamil Nadu,2021,3,erode district,4668549,9015063256.621798
Tamil Nadu,2021,3,karur district,1215220,2538560234.489727
Tamil Nadu,2021,3,kallakkurichi district,1635742,3336289610.826971
Tamil Nadu,2021,3,viluppuram district,2157103,3952931604.1340733
Tamil Nadu,2021,3,pudukkottai district,1151943,2522917992.224124
Tamil Nadu,2021,3,perambalur district,569636,1164081951.2492151
Tamil Nadu,2021,3,coimbatore district,20245762,33773953433.753265
Tamil Nadu,2021,3,virudhunagar district,1750490,3906229438.3320065
Tamil Nadu,2021,3,dindigul district,2698900,5791216155.941603
Tamil Nadu,2021,3,sivaganga district,1290549,2864305904.0258627
Tamil Nadu,2021,3,tenkasi district,974832,2236394720.4405456
Tamil Nadu,2021,3,chengalpattu district,14140388,19685011908.63714
Tamil Nadu,2021,3,kanniyakumari district,1877533,4143575246.889376
Tamil Nadu,2021,3,tirunelveli district,1846166,3848343515.85966
Tamil Nadu,2021,3,thiruvallur district,15395149,26049988524.55871
Tamil Nadu,2021,3,theni district,1367368,3070541723.4354496
Tamil Nadu,2021,3,ranipet district,1899157,3748580002.32146
Tamil Nadu,2021,3,namakkal district,2234405,5151268721.204435
Tamil Nadu,2021,3,vellore district,3162215,6375710716.318077
Tamil Nadu,2021,3,thiruvarur district,716496,1641658306.3405278
Tamil Nadu,2021,4,tiruchirappalli district,4814042,10030942198.946257
Tamil Nadu,2021,4,ramanathapuram district,1246669,2780827994.330324
Tamil Nadu,2021,4,krishnagiri district,10363352,18220873236.79904
Tamil Nadu,2021,4,cuddalore district,3416287,6301578485.45392
Tamil Nadu,2021,4,kancheepuram district,11777894,17286201190.039677
Tamil Nadu,2021,4,tiruppur district,11167439,18701118258.10759
Tamil Nadu,2021,4,dharmapuri district,4084248,8521324061.002514
Tamil Nadu,2021,4,thoothukkudi district,2046353,4257749141.726399
Tamil Nadu,2021,4,thanjavur district,2623667,5525021230.471263
Tamil Nadu,2021,4,madurai district,6309318,13464800515.296556
Tamil Nadu,2021,4,tiruvannamalai district,3112963,6154998056.425686
Tamil Nadu,2021,4,salem district,11783515,22754882844.82726
Tamil Nadu,2021,4,nagapattinam district,1340753,2671430043.215294
Tamil Nadu,2021,4,tirupathur district,2872662,5331962361.389108
Tamil Nadu,2021,4,ariyalur district,807477,1566152800.1608644
Tamil Nadu,2021,4,chennai district,76229690,118203166308.69281
Tamil Nadu,2021,4,the nilgiris district,1558845,2857114042.709935
Tamil Nadu,2021,4,erode district,6109637,11279232350.572426
Tamil Nadu,2021,4,karur district,1566335,3172350948.0010557
Tamil Nadu,2021,4,kallakkurichi district,2028745,4010952254.763807
Tamil Nadu,2021,4,viluppuram district,2599072,4570490420.456165
Tamil Nadu,2021,4,pudukkottai district,1443125,3057748358.646205
Tamil Nadu,2021,4,perambalur district,725923,1433931161.9791088
Tamil Nadu,2021,4,coimbatore district,27081380,43635817078.197556
Tamil Nadu,2021,4,virudhunagar district,2263404,5079440715.649944
Tamil Nadu,2021,4,dindigul district,3475465,7239639952.948546
Tamil Nadu,2021,4,sivaganga district,1587767,3433446160.6470966
Tamil Nadu,2021,4,tenkasi district,1188367,2702877027.9242544
Tamil Nadu,2021,4,chengalpattu district,17730987,23840432091.35557
Tamil Nadu,2021,4,kanniyakumari district,2366555,5119949451.254862
Tamil Nadu,2021,4,tirunelveli district,2274498,4618519539.499913
Tamil Nadu,2021,4,thiruvallur district,19146359,31072880036.32846
Tamil Nadu,2021,4,theni district,1763910,3864287525.995989
Tamil Nadu,2021,4,ranipet district,2380328,4599239984.944193
Tamil Nadu,2021,4,namakkal district,2959616,6469090317.722906
Tamil Nadu,2021,4,vellore district,4017284,7912499851.957881
Tamil Nadu,2021,4,thiruvarur district,892045,1980984596.362946
Tamil Nadu,2022,1,tiruchirappalli district,5422369,11360010997.109035
Tamil Nadu,2022,1,ramanathapuram district,1425024,3361169634.3715773
Tamil Nadu,2022,1,krishnagiri district,11729353,20650466208.670742
Tamil Nadu,2022,1,cuddalore district,3854898,7328083169.35031
Tamil Nadu,2022,1,kancheepuram district,13219354,19642924522.879723
Tamil Nadu,2022,1,tiruppur district,12755181,20994558968.024055
Tamil Nadu,2022,1,dharmapuri district,4750920,10116593522.472927
Tamil Nadu,2022,1,thoothukkudi district,2388242,5004713169.898031
Tamil Nadu,2022,1,thanjavur district,2942810,6384285130.794783
Tamil Nadu,2022,1,madurai district,7084562,15309320989.586184
Tamil Nadu,2022,1,tiruvannamalai district,3659658,7478979872.636584
Tamil Nadu,2022,1,salem district,13278693,26325325605.86054
Tamil Nadu,2022,1,nagapattinam district,1501440,3137077070.316338
Tamil Nadu,2022,1,tirupathur district,3403925,6408532952.989394
Tamil Nadu,2022,1,ariyalur district,898502,1840235658.86316
Tamil Nadu,2022,1,chennai district,87458453,135444152912.82495
Tamil Nadu,2022,1,the nilgiris district,1729884,3144464483.74693
Tamil Nadu,2022,1,erode district,6860000,12788323701.473593
Tamil Nadu,2022,1,karur district,1831500,3768124397.8555865
Tamil Nadu,2022,1,kallakkurichi district,2421741,5048000351.991163
Tamil Nadu,2022,1,viluppuram district,2943580,5372428494.6229515
Tamil Nadu,2022,1,pudukkottai district,1639483,3677396086.543876
Tamil Nadu,2022,1,perambalur district,834022,1744613505.1576376
Tamil Nadu,2022,1,coimbatore district,30679187,51963955887.092926
Tamil Nadu,2022,1,virudhunagar district,2550440,5676327115.346463
Tamil Nadu,2022,1,dindigul district,3965199,8412785022.744812
Tamil Nadu,2022,1,sivaganga district,1828509,4101854018.7768383
Tamil Nadu,2022,1,tenkasi district,1345693,3196885065.5183153
Tamil Nadu,2022,1,chengalpattu district,19802491,27209616572.77708
Tamil Nadu,2022,1,kanniyakumari district,2597045,5779300862.137162
Tamil Nadu,2022,1,tirunelveli district,2585793,5381065070.681534
Tamil Nadu,2022,1,thiruvallur district,21243322,35412374869.409676
Tamil Nadu,2022,1,theni district,2063736,4611206982.381892
Tamil Nadu,2022,1,ranipet district,2755460,5529848785.373485
Tamil Nadu,2022,1,namakkal district,3415879,7554607821.660087
Tamil Nadu,2022,1,vellore district,4693455,9294845509.816792
Tamil Nadu,2022,1,thiruvarur district,1013347,2334746608.8726997
Tamil Nadu,2022,2,tiruchirappalli district,6270815,12634551299.241276
Tamil Nadu,2022,2,ramanathapuram district,1634901,3744853011.614974
Tamil Nadu,2022,2,krishnagiri district,13942838,24721054679.65894
Tamil Nadu,2022,2,cuddalore district,4456802,8117134896.240127
Tamil Nadu,2022,2,kancheepuram district,15868496,22731542491.811836
Tamil Nadu,2022,2,tiruppur district,15482000,23838727353.104855
Tamil Nadu,2022,2,dharmapuri district,5738543,11978363491.184544
Tamil Nadu,2022,2,thoothukkudi district,2904687,5842566259.232948
Tamil Nadu,2022,2,thanjavur district,3489101,7198941291.2239
Tamil Nadu,2022,2,madurai district,8320838,17264493941.688946
Tamil Nadu,2022,2,tiruvannamalai district,4281517,8492400732.338126
Tamil Nadu,2022,2,salem district,16106627,30338068694.55334
Tamil Nadu,2022,2,nagapattinam district,1780491,3563820744.073098
Tamil Nadu,2022,2,tirupathur district,4039898,7419909368.9099245
Tamil Nadu,2022,2,ariyalur district,1018572,2099380930.1451182
Tamil Nadu,2022,2,chennai district,105344784,154665269695.64178
Tamil Nadu,2022,2,the nilgiris district,2334296,4192820800.6586566
Tamil Nadu,2022,2,erode district,8037374,14313011584.19171
Tamil Nadu,2022,2,karur district,2130679,4285560062.068948
Tamil Nadu,2022,2,kallakkurichi district,2827472,5639207666.8493
Tamil Nadu,2022,2,viluppuram district,3359417,5986428096.992262
Tamil Nadu,2022,2,pudukkottai district,1893795,4133146343.311369
Tamil Nadu,2022,2,perambalur district,969247,1942588737.1276388
Tamil Nadu,2022,2,coimbatore district,36695888,59260276493.12476
