State,Year,Quater,Districts,Registered_Users,app_opens
Gujarat,2018,4,kachchh district,195295,0
Gujarat,2018,4,surendranagar district,80167,0
Gujarat,2018,4,morbi district,64779,0
Gujarat,2019,1,anand district,175515,0
Gujarat,2019,1,jamnagar district,121494,0
Gujarat,2019,1,devbhumi dwarka district,38898,0
Gujarat,2019,1,rajkot district,304415,0
Gujarat,2019,1,aravallis district,56005,0
Gujarat,2019,1,chhotaudepur district,20287,0
Gujarat,2019,1,botad district,58126,0
Gujarat,2019,1,bharuch district,252826,0
Gujarat,2019,1,bhavnagar district,203617,0
Gujarat,2019,1,junagadh district,82263,0
Gujarat,2019,1,mahesana district,230403,0
Gujarat,2019,1,the dangs district,6307,0
Gujarat,2019,1,kheda district,124598,0
Gujarat,2019,1,surat district,1180819,0
Gujarat,2019,1,porbandar district,28860,0
Gujarat,2019,1,gandhinagar district,291858,0
Gujarat,2019,1,panch mahals district,81863,0
Gujarat,2019,1,narmada district,19105,0
Gujarat,2019,1,gir somnath district,69872,0
Gujarat,2019,1,valsad district,209477,0
Gujarat,2019,1,mahisagar district,31147,0
Gujarat,2019,1,sabar kantha district,109651,0
Gujarat,2019,1,tapi district,39195,0
Gujarat,2019,1,vadodara district,502520,0
Gujarat,2019,1,banas kantha district,239613,0
Gujarat,2019,1,amreli district,79690,0
Gujarat,2019,1,ahmadabad district,1450100,0
Gujarat,2019,1,dohad district,45141,0
Gujarat,2019,1,navsari district,91812,0
Gujarat,2019,1,patan district,101323,0
Gujarat,2019,1,kachchh district,231871,0
Gujarat,2019,1,surendranagar district,95904,0
Gujarat,2019,1,morbi district,77961,0
Gujarat,2019,2,anand district,200007,829604
Gujarat,2019,2,jamnagar district,138108,548729
Gujarat,2019,2,devbhumi dwarka district,44975,154760
Gujarat,2019,2,rajkot district,345178,1070493
Gujarat,2019,2,aravallis district,64792,271675
Gujarat,2019,2,chhotaudepur district,23917,92854
Gujarat,2019,2,botad district,65918,257831
Gujarat,2019,2,bharuch district,284296,1318343
Gujarat,2019,2,bhavnagar district,230394,860365
Gujarat,2019,2,junagadh district,94221,271227
Gujarat,2019,2,mahesana district,259949,1242721
Gujarat,2019,2,the dangs district,7532,37591
Gujarat,2019,2,kheda district,144091,600534
Gujarat,2019,2,surat district,1338584,5960403
Gujarat,2019,2,porbandar district,33374,100742
Gujarat,2019,2,gandhinagar district,333056,1907551
Gujarat,2019,2,panch mahals district,92621,385797
Gujarat,2019,2,narmada district,22503,101020
Gujarat,2019,2,gir somnath district,79786,253664
Gujarat,2019,2,valsad district,238764,1111437
Gujarat,2019,2,mahisagar district,36155,138423
Gujarat,2019,2,sabar kantha district,123754,534999
Gujarat,2019,2,tapi district,45441,189646
Gujarat,2019,2,vadodara district,572031,2539174
Gujarat,2019,2,banas kantha district,271379,1204053
Gujarat,2019,2,amreli district,91819,339203
Gujarat,2019,2,ahmadabad district,1656341,9405838
Gujarat,2019,2,dohad district,52197,204285
Gujarat,2019,2,navsari district,106244,417352
Gujarat,2019,2,patan district,115299,552351
Gujarat,2019,2,kachchh district,261458,1230320
Gujarat,2019,2,surendranagar district,110431,409241
Gujarat,2019,2,morbi district,90030,348075
Gujarat,2019,3,anand district,226293,3576103
Gujarat,2019,3,jamnagar district,154042,1899038
Gujarat,2019,3,devbhumi dwarka district,49534,509421
Gujarat,2019,3,rajkot district,384852,3993364
Gujarat,2019,3,aravallis district,73003,1020958
Gujarat,2019,3,chhotaudepur district,27128,329896
Gujarat,2019,3,botad district,72181,991985
Gujarat,2019,3,bharuch district,315856,4792841
Gujarat,2019,3,bhavnagar district,255608,3293381
Gujarat,2019,3,junagadh district,104847,969001
Gujarat,2019,3,mahesana district,286652,4457337
Gujarat,2019,3,the dangs district,8306,116253
Gujarat,2019,3,kheda district,162956,2432770
Gujarat,2019,3,surat district,1481391,21408636
Gujarat,2019,3,porbandar district,36834,330737
Gujarat,2019,3,gandhinagar district,372464,7433206
Gujarat,2019,3,panch mahals district,102546,1338850
Gujarat,2019,3,narmada district,25267,363436
Gujarat,2019,3,gir somnath district,88366,860095
Gujarat,2019,3,valsad district,266134,3902867
Gujarat,2019,3,mahisagar district,40679,466958
Gujarat,2019,3,sabar kantha district,138237,2021301
Gujarat,2019,3,tapi district,51028,646547
Gujarat,2019,3,vadodara district,637678,9548665
Gujarat,2019,3,banas kantha district,301373,4487309
Gujarat,2019,3,amreli district,101453,1176949
Gujarat,2019,3,ahmadabad district,1848860,35854721
Gujarat,2019,3,dohad district,59460,737968
Gujarat,2019,3,navsari district,118324,1417853
Gujarat,2019,3,patan district,128573,2225161
Gujarat,2019,3,kachchh district,285519,4167209
Gujarat,2019,3,surendranagar district,122518,1455000
Gujarat,2019,3,morbi district,101337,1215668
Gujarat,2019,4,anand district,252401,3905511
Gujarat,2019,4,jamnagar district,171337,2227178
Gujarat,2019,4,devbhumi dwarka district,55209,621177
Gujarat,2019,4,rajkot district,426178,4545689
Gujarat,2019,4,aravallis district,83136,1295090
Gujarat,2019,4,chhotaudepur district,31338,429297
Gujarat,2019,4,botad district,80499,1181335
Gujarat,2019,4,bharuch district,350619,5971371
Gujarat,2019,4,bhavnagar district,286520,4080547
Gujarat,2019,4,junagadh district,117357,1216157
Gujarat,2019,4,mahesana district,316985,5363608
Gujarat,2019,4,the dangs district,9594,151581
Gujarat,2019,4,kheda district,182669,2664051
Gujarat,2019,4,surat district,1624077,23613804
Gujarat,2019,4,porbandar district,40962,385502
Gujarat,2019,4,gandhinagar district,408526,8201437
Gujarat,2019,4,panch mahals district,115707,1726942
Gujarat,2019,4,narmada district,28910,492480
Gujarat,2019,4,gir somnath district,98982,1160727
Gujarat,2019,4,valsad district,296977,4849239
Gujarat,2019,4,mahisagar district,47237,629528
Gujarat,2019,4,sabar kantha district,155618,2589322
Gujarat,2019,4,tapi district,58115,863661
Gujarat,2019,4,vadodara district,700817,11292180
Gujarat,2019,4,banas kantha district,339582,5546860
Gujarat,2019,4,amreli district,114242,1576597
Gujarat,2019,4,ahmadabad district,2015947,37991904
Gujarat,2019,4,dohad district,69618,957179
Gujarat,2019,4,navsari district,131460,1723534
Gujarat,2019,4,patan district,144779,2497573
Gujarat,2019,4,kachchh district,314732,4871076
Gujarat,2019,4,surendranagar district,138218,1846653
Gujarat,2019,4,morbi district,115451,1504967
Gujarat,2020,1,anand district,277835,4127652
Gujarat,2020,1,jamnagar district,188224,2298804
Gujarat,2020,1,devbhumi dwarka district,61293,730723
Gujarat,2020,1,rajkot district,469636,5039899
Gujarat,2020,1,aravallis district,94716,1602742
Gujarat,2020,1,chhotaudepur district,36116,529547
Gujarat,2020,1,botad district,88241,1198952
Gujarat,2020,1,bharuch district,384819,6765391
Gujarat,2020,1,bhavnagar district,315412,4262838
Gujarat,2020,1,junagadh district,130231,1358193
Gujarat,2020,1,mahesana district,349897,6028256
Gujarat,2020,1,the dangs district,10877,181854
Gujarat,2020,1,kheda district,204548,3047323
Gujarat,2020,1,surat district,1772703,27362139
Gujarat,2020,1,porbandar district,45383,444447
Gujarat,2020,1,gandhinagar district,445290,8879457
Gujarat,2020,1,panch mahals district,129831,1963840
Gujarat,2020,1,narmada district,33074,595463
Gujarat,2020,1,gir somnath district,110211,1337958
Gujarat,2020,1,valsad district,330053,5604622
Gujarat,2020,1,mahisagar district,54880,782289
Gujarat,2020,1,sabar kantha district,174426,3030789
Gujarat,2020,1,tapi district,65634,1036092
Gujarat,2020,1,vadodara district,763969,12483845
Gujarat,2020,1,banas kantha district,386212,7051669
Gujarat,2020,1,amreli district,126423,1611436
Gujarat,2020,1,ahmadabad district,2185983,40521157
Gujarat,2020,1,dohad district,81529,1236284
Gujarat,2020,1,navsari district,146018,1993140
Gujarat,2020,1,patan district,164027,2890050
Gujarat,2020,1,kachchh district,347270,5714637
Gujarat,2020,1,surendranagar district,154610,2101503
Gujarat,2020,1,morbi district,130472,1792131
Gujarat,2020,2,anand district,307408,3806180
Gujarat,2020,2,jamnagar district,208647,2264637
Gujarat,2020,2,devbhumi dwarka district,69591,833260
Gujarat,2020,2,rajkot district,522650,4850731
Gujarat,2020,2,aravallis district,109491,2026596
Gujarat,2020,2,chhotaudepur district,43696,767414
Gujarat,2020,2,botad district,100129,1724159
Gujarat,2020,2,bharuch district,423017,6655417
Gujarat,2020,2,bhavnagar district,354301,5050744
Gujarat,2020,2,junagadh district,147012,1678274
Gujarat,2020,2,mahesana district,389562,6476731
Gujarat,2020,2,the dangs district,12754,242151
Gujarat,2020,2,kheda district,232123,3424229
Gujarat,2020,2,surat district,1935894,21659619
Gujarat,2020,2,porbandar district,50733,518063
Gujarat,2020,2,gandhinagar district,488351,7343038
Gujarat,2020,2,panch mahals district,148675,2136842
Gujarat,2020,2,narmada district,39531,762775
Gujarat,2020,2,gir somnath district,125777,1902233
Gujarat,2020,2,valsad district,372771,5991227
Gujarat,2020,2,mahisagar district,64428,1138847
Gujarat,2020,2,sabar kantha district,196035,3368537
Gujarat,2020,2,tapi district,76018,1298227
Gujarat,2020,2,vadodara district,830759,10076172
Gujarat,2020,2,banas kantha district,446603,8305317
Gujarat,2020,2,amreli district,145486,2447389
Gujarat,2020,2,ahmadabad district,2384154,31306891
Gujarat,2020,2,dohad district,102250,1808011
Gujarat,2020,2,navsari district,166398,2282454
Gujarat,2020,2,patan district,185703,3289294
Gujarat,2020,2,kachchh district,385480,5599740
Gujarat,2020,2,surendranagar district,176758,2588128
Gujarat,2020,2,morbi district,150472,1641032
Gujarat,2020,3,anand district,336799,4331672
Gujarat,2020,3,jamnagar district,227798,2485735
Gujarat,2020,3,devbhumi dwarka district,76991,860629
Gujarat,2020,3,rajkot district,573062,5528685
Gujarat,2020,3,aravallis district,122687,2133497
Gujarat,2020,3,chhotaudepur district,49929,741433
Gujarat,2020,3,botad district,109438,1607234
Gujarat,2020,3,bharuch district,462292,8024617
Gujarat,2020,3,bhavnagar district,387781,5290196
Gujarat,2020,3,junagadh district,163177,1718468
Gujarat,2020,3,mahesana district,427950,7432916
Gujarat,2020,3,the dangs district,14501,254123
Gujarat,2020,3,kheda district,256968,3629599
Gujarat,2020,3,surat district,2092712,23450291
Gujarat,2020,3,porbandar district,56130,556557
Gujarat,2020,3,gandhinagar district,529771,9721563
Gujarat,2020,3,panch mahals district,165251,2379253
Gujarat,2020,3,narmada district,44654,787689
Gujarat,2020,3,gir somnath district,139141,1786233
Gujarat,2020,3,valsad district,410740,6542204
Gujarat,2020,3,mahisagar district,73191,1039369
Gujarat,2020,3,sabar kantha district,218309,4022650
Gujarat,2020,3,tapi district,84921,1370436
Gujarat,2020,3,vadodara district,901492,13501217
Gujarat,2020,3,banas kantha district,501471,9413818
Gujarat,2020,3,amreli district,161288,2326604
Gujarat,2020,3,ahmadabad district,2580178,43984650
Gujarat,2020,3,dohad district,118431,1832118
Gujarat,2020,3,navsari district,183779,2416323
Gujarat,2020,3,patan district,206708,3658324
Gujarat,2020,3,kachchh district,423729,6675502
Gujarat,2020,3,surendranagar district,197594,2754011
Gujarat,2020,3,morbi district,168984,2144856
Gujarat,2020,4,anand district,367561,5362999
Gujarat,2020,4,jamnagar district,248187,2953949
Gujarat,2020,4,devbhumi dwarka district,84750,1018943
Gujarat,2020,4,rajkot district,627654,6696956
Gujarat,2020,4,aravallis district,135616,2560222
Gujarat,2020,4,chhotaudepur district,56282,902789
Gujarat,2020,4,botad district,117629,1521917
Gujarat,2020,4,bharuch district,508005,10786740
Gujarat,2020,4,bhavnagar district,419697,5661522
Gujarat,2020,4,junagadh district,178595,1940195
Gujarat,2020,4,mahesana district,464932,8801141
Gujarat,2020,4,the dangs district,16317,322911
Gujarat,2020,4,kheda district,282429,4361153
Gujarat,2020,4,surat district,2278232,34575532
Gujarat,2020,4,porbandar district,62166,676620
Gujarat,2020,4,gandhinagar district,572461,11718890
Gujarat,2020,4,panch mahals district,182696,2927538
Gujarat,2020,4,narmada district,50130,992643
Gujarat,2020,4,gir somnath district,152104,1987260
Gujarat,2020,4,valsad district,452628,8644503
Gujarat,2020,4,mahisagar district,81588,1232668
Gujarat,2020,4,sabar kantha district,240357,4888877
Gujarat,2020,4,tapi district,94476,1765259
Gujarat,2020,4,vadodara district,980658,17540053
Gujarat,2020,4,banas kantha district,551645,10634353
Gujarat,2020,4,amreli district,176011,2282316
Gujarat,2020,4,ahmadabad district,2787991,54175819
Gujarat,2020,4,dohad district,132954,2063724
Gujarat,2020,4,navsari district,201412,3007453
Gujarat,2020,4,patan district,227441,4369785
Gujarat,2020,4,kachchh district,466855,8257809
Gujarat,2020,4,surendranagar district,216954,3173754
Gujarat,2020,4,morbi district,188790,2691060
Gujarat,2021,1,anand district,395164,5855859
Gujarat,2021,1,jamnagar district,267315,3413685
Gujarat,2021,1,devbhumi dwarka district,91653,1125352
Gujarat,2021,1,rajkot district,677301,7803138
Gujarat,2021,1,aravallis district,146811,2774336
Gujarat,2021,1,chhotaudepur district,61097,970270
Gujarat,2021,1,botad district,126302,1642524
Gujarat,2021,1,bharuch district,548541,12399575
Gujarat,2021,1,bhavnagar district,450462,5750612
Gujarat,2021,1,junagadh district,192500,2001820
Gujarat,2021,1,mahesana district,500511,9595361
Gujarat,2021,1,the dangs district,17658,350858
Gujarat,2021,1,kheda district,304909,4828751
Gujarat,2021,1,surat district,2458596,41476549
Gujarat,2021,1,porbandar district,67063,725183
Gujarat,2021,1,gandhinagar district,615315,13654781
Gujarat,2021,1,panch mahals district,197602,3236700
Gujarat,2021,1,narmada district,54427,1070694
Gujarat,2021,1,gir somnath district,163763,2007742
Gujarat,2021,1,valsad district,489062,10057529
Gujarat,2021,1,mahisagar district,88343,1262035
Gujarat,2021,1,sabar kantha district,259578,5343748
Gujarat,2021,1,tapi district,102144,1963282
Gujarat,2021,1,vadodara district,1053954,20042908
Gujarat,2021,1,banas kantha district,598384,12443664
Gujarat,2021,1,amreli district,189252,2198433
Gujarat,2021,1,ahmadabad district,2999575,63813424
Gujarat,2021,1,dohad district,144445,2338472
Gujarat,2021,1,navsari district,216841,3189672
Gujarat,2021,1,patan district,246083,4877445
Gujarat,2021,1,kachchh district,505517,9800171
Gujarat,2021,1,surendranagar district,234429,3456434
Gujarat,2021,1,morbi district,205529,3261867
Gujarat,2021,2,anand district,422965,5154924
Gujarat,2021,2,jamnagar district,287113,5057707
Gujarat,2021,2,devbhumi dwarka district,98957,3134118
Gujarat,2021,2,rajkot district,726817,9593985
Gujarat,2021,2,aravallis district,158083,5332899
Gujarat,2021,2,chhotaudepur district,66155,3188155
Gujarat,2021,2,botad district,135845,3457428
Gujarat,2021,2,bharuch district,588777,12729351
Gujarat,2021,2,bhavnagar district,483224,7322593
Gujarat,2021,2,junagadh district,207118,4070018
Gujarat,2021,2,mahesana district,536645,9759520
Gujarat,2021,2,the dangs district,19033,1976849
Gujarat,2021,2,kheda district,327251,5529938
Gujarat,2021,2,surat district,2633443,29247704
Gujarat,2021,2,porbandar district,72172,1437404
Gujarat,2021,2,gandhinagar district,658428,9936713
Gujarat,2021,2,panch mahals district,212616,4678402
Gujarat,2021,2,narmada district,58790,3238851
Gujarat,2021,2,gir somnath district,176061,3419888
Gujarat,2021,2,valsad district,524614,9184319
Gujarat,2021,2,mahisagar district,95143,3203297
Gujarat,2021,2,sabar kantha district,278539,7088156
Gujarat,2021,2,tapi district,109719,4093925
Gujarat,2021,2,vadodara district,1127636,15605412
Gujarat,2021,2,banas kantha district,645073,18355543
Gujarat,2021,2,amreli district,204136,5600950
Gujarat,2021,2,ahmadabad district,3209841,43943326
Gujarat,2021,2,dohad district,155988,5021344
Gujarat,2021,2,navsari district,232448,4010253
Gujarat,2021,2,patan district,265040,6916848
Gujarat,2021,2,kachchh district,543585,17784778
Gujarat,2021,2,surendranagar district,253097,8057144
Gujarat,2021,2,morbi district,221629,5300801
Gujarat,2021,3,anand district,454516,6900160
Gujarat,2021,3,jamnagar district,309842,6879580
Gujarat,2021,3,devbhumi dwarka district,107517,4310397
Gujarat,2021,3,rajkot district,782611,13876245
Gujarat,2021,3,aravallis district,171101,6762291
Gujarat,2021,3,chhotaudepur district,72071,3853239
